Year, Category, Country, Commodity, Amount
1996,"Compensated cross-price elasticity with change in food prices","Iran","Other",0.21
1996,"Compensated cross-price elasticity with change in food prices","Iran","Recreation",0.22
1996,"Compensated cross-price elasticity with change in food prices","Iran","Transport & communication",0.19
1996,"Compensated cross-price elasticity with change in food prices","Ireland","Clothing & footwear",0.07
1996,"Compensated cross-price elasticity with change in food prices","Ireland","Education",0.08
1996,"Compensated cross-price elasticity with change in food prices","Ireland","Gross rent, fuel & power",0.09
1996,"Compensated cross-price elasticity with change in food prices","Ireland","House furnishing & operations",0.09
1996,"Compensated cross-price elasticity with change in food prices","Ireland","Medical care",0.10
1996,"Compensated cross-price elasticity with change in food prices","Ireland","Other",0.10
1996,"Compensated cross-price elasticity with change in food prices","Ireland","Recreation",0.11
1996,"Compensated cross-price elasticity with change in food prices","Ireland","Transport & communication",0.09
1996,"Compensated cross-price elasticity with change in food prices","Israel","Clothing & footwear",0.06
1996,"Compensated cross-price elasticity with change in food prices","Israel","Education",0.07
1996,"Compensated cross-price elasticity with change in food prices","Israel","Gross rent, fuel & power",0.08
1996,"Compensated cross-price elasticity with change in food prices","Israel","House furnishing & operations",0.08
1996,"Compensated cross-price elasticity with change in food prices","Israel","Medical care",0.09
1996,"Compensated cross-price elasticity with change in food prices","Israel","Other",0.09
1996,"Compensated cross-price elasticity with change in food prices","Israel","Recreation",0.09
1996,"Compensated cross-price elasticity with change in food prices","Israel","Transport & communication",0.08
1996,"Compensated cross-price elasticity with change in food prices","Italy","Clothing & footwear",0.04
1996,"Compensated cross-price elasticity with change in food prices","Italy","Education",0.05
1996,"Compensated cross-price elasticity with change in food prices","Italy","Gross rent, fuel & power",0.05
1996,"Compensated cross-price elasticity with change in food prices","Italy","House furnishing & operations",0.05
1996,"Compensated cross-price elasticity with change in food prices","Italy","Medical care",0.06
1996,"Compensated cross-price elasticity with change in food prices","Italy","Other",0.06
1996,"Compensated cross-price elasticity with change in food prices","Italy","Recreation",0.06
1996,"Compensated cross-price elasticity with change in food prices","Italy","Transport & communication",0.06
1996,"Compensated cross-price elasticity with change in food prices","Jamaica","Clothing & footwear",0.21
1996,"Compensated cross-price elasticity with change in food prices","Jamaica","Education",0.25
1996,"Compensated cross-price elasticity with change in food prices","Jamaica","Gross rent, fuel & power",0.29
1996,"Compensated cross-price elasticity with change in food prices","Jamaica","House furnishing & operations",0.29
1996,"Compensated cross-price elasticity with change in food prices","Jamaica","Medical care",0.34
1996,"Compensated cross-price elasticity with change in food prices","Jamaica","Other",0.33
1996,"Compensated cross-price elasticity with change in food prices","Jamaica","Recreation",0.38
1996,"Compensated cross-price elasticity with change in food prices","Jamaica","Transport & communication",0.29
1996,"Compensated cross-price elasticity with change in food prices","Japan","Clothing & footwear",0.04
1996,"Compensated cross-price elasticity with change in food prices","Japan","Education",0.04
1996,"Compensated cross-price elasticity with change in food prices","Japan","Gross rent, fuel & power",0.05
1996,"Compensated cross-price elasticity with change in food prices","Japan","House furnishing & operations",0.05
1996,"Compensated cross-price elasticity with change in food prices","Japan","Medical care",0.05
1996,"Compensated cross-price elasticity with change in food prices","Japan","Other",0.05
1996,"Compensated cross-price elasticity with change in food prices","Japan","Recreation",0.05
1996,"Compensated cross-price elasticity with change in food prices","Japan","Transport & communication",0.05
1996,"Compensated cross-price elasticity with change in food prices","Jordan","Clothing & footwear",0.23
1996,"Compensated cross-price elasticity with change in food prices","Jordan","Education",0.27
1996,"Compensated cross-price elasticity with change in food prices","Jordan","Gross rent, fuel & power",0.30
1996,"Compensated cross-price elasticity with change in food prices","Jordan","House furnishing & operations",0.30
1996,"Compensated cross-price elasticity with change in food prices","Jordan","Medical care",0.36
1996,"Compensated cross-price elasticity with change in food prices","Jordan","Other",0.35
1996,"Compensated cross-price elasticity with change in food prices","Jordan","Recreation",0.41
1996,"Compensated cross-price elasticity with change in food prices","Jordan","Transport & communication",0.31
1996,"Compensated cross-price elasticity with change in food prices","Kazakhstan","Clothing & footwear",0.17
1996,"Compensated cross-price elasticity with change in food prices","Kazakhstan","Education",0.20
1996,"Compensated cross-price elasticity with change in food prices","Kazakhstan","Gross rent, fuel & power",0.22
1996,"Compensated cross-price elasticity with change in food prices","Kazakhstan","House furnishing & operations",0.22
1996,"Compensated cross-price elasticity with change in food prices","Kazakhstan","Medical care",0.25
1996,"Compensated cross-price elasticity with change in food prices","Kazakhstan","Other",0.25
1996,"Compensated cross-price elasticity with change in food prices","Kazakhstan","Recreation",0.27
1996,"Compensated cross-price elasticity with change in food prices","Kazakhstan","Transport & communication",0.22
1996,"Compensated cross-price elasticity with change in food prices","Kenya","Clothing & footwear",0.30
1996,"Compensated cross-price elasticity with change in food prices","Kenya","Education",0.36
1996,"Compensated cross-price elasticity with change in food prices","Kenya","Gross rent, fuel & power",0.42
1996,"Compensated cross-price elasticity with change in food prices","Kenya","House furnishing & operations",0.42
1996,"Compensated cross-price elasticity with change in food prices","Kenya","Medical care",0.55
1996,"Compensated cross-price elasticity with change in food prices","Kenya","Other",0.54
1996,"Compensated cross-price elasticity with change in food prices","Kenya","Recreation",0.74
1996,"Compensated cross-price elasticity with change in food prices","Kenya","Transport & communication",0.43
1996,"Compensated cross-price elasticity with change in food prices","Korea","Clothing & footwear",0.08
1996,"Compensated cross-price elasticity with change in food prices","Korea","Education",0.09
1996,"Compensated cross-price elasticity with change in food prices","Korea","Gross rent, fuel & power",0.10
1996,"Compensated cross-price elasticity with change in food prices","Korea","House furnishing & operations",0.10
1996,"Compensated cross-price elasticity with change in food prices","Korea","Medical care",0.11
